"","site_id","timestamp","air_temperature","cloud_coverage","dew_temperature","sea_level_pressure","wind_direction","wind_speed"
"6",4,"2016-01-06",10.4958333333333,2.4,7.88333333333333,1006.80416666667,153.333333333333,5.8375
"7",4,"2016-01-07",9.675,3,7.09583333333333,1010.3375,137.083333333333,3.06666666666667
"8",4,"2016-01-08",8.51666666666667,2.90909090909091,5.8375,1017.82083333333,115.416666666667,1.36666666666667
"12",4,"2016-01-12",11.8333333333333,2.85714285714286,7.74583333333333,1024.41666666667,115.652173913043,2.38333333333333
"13",4,"2016-01-13",13.7,2.66666666666667,9.32083333333333,1018.79166666667,180.416666666667,6.28333333333333
"14",4,"2016-01-14",9.77083333333333,2.61538461538462,6.625,1021.76666666667,105.416666666667,2.4
"15",4,"2016-01-15",12.2416666666667,2.33333333333333,9.04583333333333,1017.90416666667,160,3.575
"16",4,"2016-01-16",12.5875,4,10.2541666666667,1020.46956521739,139.583333333333,2.925
"18",4,"2016-01-18",13.7916666666667,3.33333333333333,12.4041666666667,1019.51818181818,137.916666666667,2.75833333333333
"19",4,"2016-01-19",14.0666666666667,4,11.8416666666667,1017.94583333333,146.25,4.175
"20",4,"2016-01-20",11.5041666666667,2.5,9.56666666666667,1022.92083333333,132.916666666667,1.79583333333333
"21",4,"2016-01-21",12.8958333333333,4,9.35416666666667,1021.94166666667,153.75,2.25833333333333
"23",4,"2016-01-23",13.7,4,10.1541666666667,1016.37916666667,208.333333333333,6.33333333333333
"24",4,"2016-01-24",10.8791666666667,2.44444444444444,6.59166666666667,1021.725,180.416666666667,3.4625
"25",4,"2016-01-25",11.7416666666667,3,7.425,1024.11666666667,164.166666666667,2.27916666666667
"26",4,"2016-01-26",10.9708333333333,3.2,8.16666666666667,1026.01666666667,137.5,1.77916666666667
"27",4,"2016-01-27",12.2,3.09090909090909,7.54583333333333,1026.35416666667,91.6666666666667,2.575
"28",4,"2016-01-28",11.25,0.833333333333333,7.58333333333333,1025.40416666667,81.7391304347826,1.4125
"30",4,"2016-01-30",13.1,4,9.475,1017.6,262.5,4.27916666666667
"31",4,"2016-01-31",11.4875,2.5,4.07916666666667,1012.93333333333,299.583333333333,4.35
"33",4,"2016-02-02",9.55,2.90909090909091,4.37083333333333,1023.98333333333,148.75,4.1875
"34",4,"2016-02-03",8.3125,3,3.39166666666667,1027.19166666667,91.304347826087,3.24166666666667
"35",4,"2016-02-04",11.4791666666667,3.5,4.975,1030.01666666667,68.3333333333333,1.76666666666667
"36",4,"2016-02-05",10.4,1.66666666666667,5.1625,1029.24166666667,135,2.56666666666667
"37",4,"2016-02-06",11.4875,2.76190476190476,7.5375,1029.22916666667,153.333333333333,2.24166666666667
"38",4,"2016-02-07",13.2833333333333,1.52380952380952,7.4125,1025.41666666667,133.04347826087,1.79583333333333
"39",4,"2016-02-08",15.6,0.0833333333333333,7.775,1022.84166666667,163.636363636364,2.84166666666667
"40",4,"2016-02-09",14.8875,0.444444444444444,6.87916666666667,1022.0375,105.833333333333,1.56666666666667
"41",4,"2016-02-10",14.3708333333333,2.4,9.775,1022.98333333333,177.916666666667,2.2375
"42",4,"2016-02-11",14.6583333333333,2.28571428571429,9.35416666666667,1020.8625,160.416666666667,1.47083333333333
"43",4,"2016-02-12",13.9083333333333,2,9.76666666666667,1022.33333333333,185,2.10416666666667
"44",4,"2016-02-13",14.4041666666667,2.75,11.3958333333333,1023.70869565217,154.583333333333,1.59166666666667
"45",4,"2016-02-14",13.4916666666667,3,8.98333333333333,1025.04583333333,148.75,2.4
"46",4,"2016-02-15",16.8958333333333,1.53846153846154,10.3041666666667,1021.75833333333,187.826086956522,2.6125
"47",4,"2016-02-16",16.3,1.83333333333333,9.99583333333333,1015.575,118.75,1.35416666666667
"49",4,"2016-02-18",14.0208333333333,3,8.69583333333333,1008.2,210,6.95
"50",4,"2016-02-19",13.1041666666667,2.93333333333333,7.52083333333333,1018.4375,175.833333333333,5.55833333333333
"51",4,"2016-02-20",10.9333333333333,4,7.59583333333333,1023.38260869565,104.166666666667,1.70416666666667
"52",4,"2016-02-21",11.2666666666667,2.84210526315789,5.63333333333333,1023.50416666667,169.583333333333,2.35
"53",4,"2016-02-22",12.1541666666667,2.61538461538462,7.6,1024.1125,141.666666666667,2.425
"54",4,"2016-02-23",13.7416666666667,3.2,6.32083333333333,1018.44583333333,126.521739130435,1.99166666666667
"55",4,"2016-02-24",13.7083333333333,2.5,6.30416666666667,1019.15416666667,185,2.2375
