"","site_id","timestamp","air_temperature","cloud_coverage","dew_temperature","sea_level_pressure","wind_direction","wind_speed"
"1",6,"2016-01-01",6.71739130434783,0.1,0.926086956521739,1019.80909090909,60,1.31739130434783
"2",6,"2016-01-02",4.5375,0,-6.55833333333333,1019.7625,216.875,2.0875
"3",6,"2016-01-03",6.64166666666667,0,-7.1375,1013.35833333333,163.333333333333,2.2625
"4",6,"2016-01-04",1.80833333333333,0.727272727272727,-7.75416666666667,1017.26666666667,260.869565217391,3.60416666666667
"5",6,"2016-01-05",-3.53333333333333,0.25,-16.8375,1033.31666666667,144.782608695652,3.05
"6",6,"2016-01-06",-3.96666666666667,0.0833333333333333,-14.8625,1035.14583333333,70.4545454545455,0.783333333333333
"7",6,"2016-01-07",1.45833333333333,1.6,-6.61666666666667,1026.6875,74.5833333333333,0.595833333333333
"8",6,"2016-01-08",2.88333333333333,2.25,1.70833333333333,1021.20666666667,42.9166666666667,0.4375
"9",6,"2016-01-09",5.88333333333333,9,4.85416666666667,1018.89545454545,35,0.6375
"10",6,"2016-01-10",9.45416666666667,3.57142857142857,5.8125,1003.58571428571,130.869565217391,3.22916666666667
"11",6,"2016-01-11",1.225,0.25,-12.1708333333333,1014.5875,230.5,3.42916666666667
"12",6,"2016-01-12",0.808333333333333,0.941176470588235,-10.2083333333333,1013.85833333333,163.04347826087,3.3
"13",6,"2016-01-13",-1.8625,0.173913043478261,-15.4708333333333,1018.25416666667,247.368421052632,3.02083333333333
"14",6,"2016-01-14",3,0,-9.59166666666667,1015.12916666667,183.478260869565,4.20416666666667
"15",6,"2016-01-15",5.04583333333333,0.1,-1.37916666666667,1010.99166666667,152.5,2.0875
"16",6,"2016-01-16",7.24166666666667,3.2,2.04166666666667,1001.78181818182,175.789473684211,2.4875
"17",6,"2016-01-17",2.4875,0.769230769230769,-3.1875,1010.11666666667,66.6666666666667,0.854166666666667
"18",6,"2016-01-18",-3.17083333333333,0.2,-14.7541666666667,1015.15833333333,261.111111111111,3.4875
"19",6,"2016-01-19",-7.48333333333333,0,-19.5958333333333,1025.80416666667,211.5,2.70416666666667
"20",6,"2016-01-20",-5.5875,0.25,-16.2916666666667,1026.15,123.5,1.41666666666667
"21",6,"2016-01-21",-1.65833333333333,0.25,-9.2375,1023.22083333333,167.894736842105,2.50833333333333
"22",6,"2016-01-22",-4.95416666666667,3.35,-10.1583333333333,1024.05652173913,25,2.3125
"23",6,"2016-01-23",-3.9375,9,-6.55416666666667,1005.575,233.333333333333,4.875
"24",6,"2016-01-24",0.75,0,-11.45,1014.67083333333,280.869565217391,2.75416666666667
"25",6,"2016-01-25",-0.933333333333333,0,-10.875,1022.44583333333,53.3333333333333,0.4
"26",6,"2016-01-26",3.67916666666667,1,-4.25833333333333,1019.875,174.166666666667,3.29583333333333
"27",6,"2016-01-27",6.675,0,-1.70416666666667,1018.3875,160.434782608696,2.6125
"28",6,"2016-01-28",0.075,0.5,-5.2625,1016.18333333333,88.3333333333333,1.99166666666667
"29",6,"2016-01-29",2.9125,1.11111111111111,-5.29583333333333,1005.30833333333,200.454545454545,2.77083333333333
"30",6,"2016-01-30",2.00833333333333,0.0909090909090909,-8.7125,1017.19166666667,127.083333333333,2.3625
"31",6,"2016-01-31",7.32916666666667,0,-2.49583333333333,1014.57083333333,197.916666666667,4.34583333333333
"32",6,"2016-02-01",11.2333333333333,0,6.14583333333333,1011.01666666667,175.909090909091,4.0625
"35",6,"2016-02-04",10.8125,6.38461538461539,6.7125,1014.35454545455,181.25,2.05
"36",6,"2016-02-05",4.375,0,-5.8875,1022.41666666667,202.916666666667,3.45
"37",6,"2016-02-06",1.17916666666667,0,-8.74583333333333,1028.86666666667,136.363636363636,2.17083333333333
"38",6,"2016-02-07",1.69166666666667,0,-6.32083333333333,1021.14583333333,108.695652173913,1.42916666666667
"39",6,"2016-02-08",2.70833333333333,0.2,-5.40833333333333,1008.69166666667,117.272727272727,1.39166666666667
"40",6,"2016-02-09",3.46666666666667,9,-1.15416666666667,1001.59545454545,127.777777777778,1.7125
"41",6,"2016-02-10",0.075,1.77777777777778,-11.2541666666667,1007.79166666667,258.461538461538,2.92916666666667
"42",6,"2016-02-11",-4.19166666666667,0.636363636363636,-17.8916666666667,1018.07916666667,282.941176470588,3.22083333333333
"43",6,"2016-02-12",-4.44583333333333,0.75,-15.2458333333333,1023.3,189.130434782609,2.35
"44",6,"2016-02-13",-3.87083333333333,1,-17.1083333333333,1020.99166666667,264.545454545455,4.60416666666667
"45",6,"2016-02-14",-8.5125,0,-20.4125,1032.25833333333,161.578947368421,1.72916666666667
"46",6,"2016-02-15",-5.1625,9,-9.09166666666667,1028.83529411765,110.833333333333,1.70416666666667
"47",6,"2016-02-16",2.60833333333333,0.333333333333333,-0.95,1007.58095238095,133.636363636364,2.10416666666667
"48",6,"2016-02-17",5.9,0.428571428571429,-3.00416666666667,1014.5875,136,1.55
