"","site_id","timestamp","air_temperature","cloud_coverage","dew_temperature","sea_level_pressure","wind_direction","wind_speed"
"1",0,"2016-01-01",23.3375,4.28571428571429,20.0208333333333,1018.92608695652,122.916666666667,1.85416666666667
"2",0,"2016-01-02",19.5375,5.66666666666667,15.325,1018.96086956522,167.5,3.925
"3",0,"2016-01-03",14.8291666666667,8,12.4791666666667,1017.24166666667,276.666666666667,5
"4",0,"2016-01-04",12.6666666666667,2.42857142857143,4.42916666666667,1015.62173913043,318.333333333333,4.28333333333333
"5",0,"2016-01-05",14.0583333333333,1.33333333333333,7.06666666666667,1022.37083333333,142.083333333333,6.25833333333333
"6",0,"2016-01-06",15.525,7.5,12.4333333333333,1022.45416666667,214.166666666667,5.40416666666667
"7",0,"2016-01-07",16.4916666666667,6.8,13.9708333333333,1017.1125,294.090909090909,4.04583333333333
"8",0,"2016-01-08",17.475,8.2,16.05,1013.71363636364,82.5,1.9625
"9",0,"2016-01-09",17.3416666666667,7.3,16.0208333333333,1012.19583333333,82.9166666666667,2.24166666666667
"10",0,"2016-01-10",19.25,7.5,16.575,1012.0875,228.75,4.00833333333333
"11",0,"2016-01-11",11.4875,2.42857142857143,4.5625,1020.42083333333,316.95652173913,4.06666666666667
"12",0,"2016-01-12",10.6958333333333,2.3,1.325,1022.25,263.75,3.14166666666667
"13",0,"2016-01-13",11.7416666666667,6.4,0.4875,1022.91666666667,277.083333333333,3.30833333333333
"14",0,"2016-01-14",13.1041666666667,7,5.73333333333333,1021.29166666667,147.5,3.28333333333333
"15",0,"2016-01-15",18.7125,5.71428571428571,15.0916666666667,1011.38260869565,162.083333333333,4.78333333333333
"16",0,"2016-01-16",18.4238095238095,2.88888888888889,12.6428571428571,1011.1,221.666666666667,3.40416666666667
"17",0,"2016-01-17",17.1333333333333,5.25,12.4041666666667,1007.45416666667,225.416666666667,5.9625
"18",0,"2016-01-18",11.1541666666667,2.125,2.25416666666667,1020.3,317.826086956522,3.83333333333333
"20",0,"2016-01-20",9.44166666666667,2.28571428571429,-0.1875,1026.6125,184.583333333333,2.5375
"21",0,"2016-01-21",13.2333333333333,5,8.03333333333333,1022.62916666667,63.75,1.55833333333333
"22",0,"2016-01-22",16.9291666666667,4.44444444444444,12.9583333333333,1012.7625,164.166666666667,5.08333333333333
"23",0,"2016-01-23",10.6875,3.28571428571429,5.04583333333333,1009.32083333333,274.583333333333,7.94583333333333
"25",0,"2016-01-25",10.1666666666667,1.71428571428571,4.425,1024.31666666667,87.8260869565217,1.47916666666667
"26",0,"2016-01-26",16.0375,5.33333333333333,12.2,1023.48333333333,103.913043478261,2.14583333333333
"27",0,"2016-01-27",18.3291666666667,8,17.2375,1016.42083333333,114.166666666667,2.74583333333333
"28",0,"2016-01-28",18,8,17.2583333333333,1011.885,116.086956521739,1.50416666666667
"29",0,"2016-01-29",15.2291666666667,4.16666666666667,8.6625,1014.60434782609,292.916666666667,5.05833333333333
"30",0,"2016-01-30",13.9,6.5,5.1375,1020.62916666667,165.454545454545,2.00416666666667
"31",0,"2016-01-31",15.8875,8,10.375,1020.72916666667,65.4166666666667,0.9875
