"","site_id","timestamp","air_temperature","cloud_coverage","dew_temperature","sea_level_pressure","wind_direction","wind_speed"
"1",10,"2016-01-01",-12.2391304347826,0,-16.7173913043478,1035.74347826087,246.95652173913,2.8695652173913
"2",10,"2016-01-02",-10.075,0.19047619047619,-16.1583333333333,1032.00416666667,237.727272727273,2.41666666666667
"3",10,"2016-01-03",-6.91666666666667,0.333333333333333,-12.1208333333333,1028.55,245.416666666667,1.725
"4",10,"2016-01-04",-5.27916666666667,0.8,-9.3625,1020.72916666667,126.086956521739,1.17916666666667
"7",10,"2016-01-07",0.716666666666667,3.75,0.466666666666667,1006.84782608696,143.75,1.725
"8",10,"2016-01-08",-0.0791666666666667,2,-1.22083333333333,1010.06818181818,205,1.90833333333333
"9",10,"2016-01-09",-1.45833333333333,1.33333333333333,-3.4875,1019.80833333333,112.608695652174,1.09166666666667
"11",10,"2016-01-11",-6.30833333333333,0.363636363636364,-10.5291666666667,1030.92916666667,159.583333333333,2.95833333333333
"12",10,"2016-01-12",-7.75,0.0833333333333333,-12.0083333333333,1033.77916666667,168.333333333333,3.36666666666667
"13",10,"2016-01-13",-6.575,0,-11.1083333333333,1025.8625,186.666666666667,2.52916666666667
"14",10,"2016-01-14",-2.9375,0,-5.51666666666667,1017.87619047619,182.5,2.55416666666667
"15",10,"2016-01-15",-2.3375,2.57142857142857,-4.39166666666667,1013.88695652174,163.75,2.525
"16",10,"2016-01-16",-1.65833333333333,2.16666666666667,-3.67916666666667,1020.04166666667,151.666666666667,2.31666666666667
"17",10,"2016-01-17",1.67083333333333,1.15384615384615,-1.2625,1021.56666666667,167.5,3.58333333333333
"18",10,"2016-01-18",1.85416666666667,1,-1.10416666666667,1019.5375,99.1666666666667,1.91666666666667
"19",10,"2016-01-19",-0.566666666666667,4,-1.55,1022.39523809524,111.25,1.35833333333333
"20",10,"2016-01-20",1.80833333333333,2,-2.15833333333333,1018.47916666667,214.583333333333,4.45416666666667
"21",10,"2016-01-21",-2.77916666666667,0,-6.95833333333333,1031.675,153.333333333333,2.76666666666667
"22",10,"2016-01-22",-2.70416666666667,0,-7.72083333333333,1028.1625,187.083333333333,2.39583333333333
"23",10,"2016-01-23",-1.5875,0.153846153846154,-6.64583333333333,1019,125.833333333333,1.9875
